device_id,timestamp,movement_activity,fall_detected,impact_force,inactivity_duration,location,alert_triggered,caregiver_notified
D2181,1/4/2025 14:10,Lying,0,None,0,Kitchen,0,0
D2182,1/23/2025 2:02,Lying,0,None,0,Bathroom,0,0
D2183,1/19/2025 16:01,No Movement,0,None,0,Bathroom,0,0
D2184,1/28/2025 22:21,Lying,0,None,0,Bathroom,0,0
D2185,1/25/2025 0:43,No Movement,0,None,0,Bedroom,0,0
D2186,1/17/2025 13:37,Lying,0,None,0,Bedroom,0,0
D2187,1/19/2025 19:53,Walking,0,None,0,Living Room,0,0
D2188,1/27/2025 12:13,Lying,0,None,0,Bedroom,0,0
D2189,1/5/2025 1:45,Walking,0,None,0,Living Room,0,0
D2190,1/20/2025 16:06,Sitting,0,None,0,Bathroom,0,0
D2191,1/13/2025 20:19,No Movement,0,None,0,Kitchen,0,0
D2192,1/7/2025 15:48,Lying,0,None,0,Kitchen,0,0
D2193,1/23/2025 18:03,Sitting,0,None,0,Bathroom,0,0
D2194,1/15/2025 22:03,No Movement,0,None,0,Living Room,0,0
D2195,1/29/2025 3:28,Walking,0,None,0,Living Room,0,0
D2196,1/21/2025 12:30,No Movement,0,None,0,Bathroom,0,0
D2197,1/16/2025 13:31,Lying,0,None,0,Kitchen,0,0
D2198,1/1/2025 22:18,Lying,0,None,0,Bedroom,0,0
D2199,1/8/2025 19:22,Walking,0,None,0,Living Room,0,0
D2200,1/15/2025 15:10,Sitting,0,None,0,Living Room,0,0
D2201,1/8/2025 12:29,Sitting,0,None,0,Bedroom,0,0
D2202,1/9/2025 2:11,No Movement,0,None,0,Bathroom,0,0
D2203,1/25/2025 22:12,No Movement,1,Low,538,Living Room,0,0
D2204,1/18/2025 12:08,No Movement,0,None,0,Kitchen,0,0
D2205,1/14/2025 3:35,Walking,0,None,0,Living Room,0,0
D2206,1/22/2025 22:24,Lying,0,None,0,Bathroom,0,0
D2207,1/28/2025 1:18,Walking,0,None,0,Bathroom,0,0
D2208,1/2/2025 11:35,Lying,0,None,0,Kitchen,0,0
D2209,1/16/2025 19:18,Sitting,0,None,0,Bedroom,0,0
D2210,1/22/2025 13:03,Lying,0,None,0,Bathroom,0,0
D2211,1/10/2025 1:11,Lying,0,None,0,Living Room,0,0
D2212,1/1/2025 5:42,Walking,0,None,0,Bathroom,0,0
D2213,1/10/2025 17:54,Sitting,0,None,0,Bathroom,0,0
D2214,1/17/2025 4:31,No Movement,1,Medium,342,Living Room,1,1
D2215,1/8/2025 1:24,No Movement,0,None,0,Bedroom,0,0
D2216,1/23/2025 20:29,No Movement,0,None,0,Bedroom,0,0
D2217,1/7/2025 7:37,Walking,0,None,0,Kitchen,0,0
D2218,1/19/2025 10:04,Lying,0,None,0,Kitchen,0,0
D2219,1/21/2025 19:15,Lying,0,None,0,Living Room,0,0
D2220,1/23/2025 11:09,Walking,0,None,0,Bathroom,0,0
D2221,1/24/2025 3:41,Lying,0,None,0,Kitchen,0,0
D2222,1/22/2025 9:07,Sitting,0,None,0,Kitchen,0,0
D2223,1/22/2025 7:14,Lying,0,None,0,Living Room,0,0
D2224,1/19/2025 2:10,Lying,0,None,0,Bathroom,0,0
D2225,1/30/2025 2:31,No Movement,1,Low,313,Bedroom,0,0
D2226,1/12/2025 22:04,Walking,0,None,0,Bathroom,0,0
D2227,1/16/2025 21:57,Lying,0,None,0,Kitchen,0,0
D2228,1/28/2025 4:32,Sitting,0,None,0,Bedroom,0,0
D2229,1/17/2025 13:07,No Movement,1,Low,329,Living Room,0,0
D2230,1/19/2025 19:18,Walking,0,None,0,Bedroom,0,0
D2231,1/9/2025 2:33,Sitting,0,None,0,Living Room,0,0
D2232,1/16/2025 6:44,Walking,0,None,0,Bathroom,0,0
D2233,1/18/2025 8:03,Walking,0,None,0,Bathroom,0,0
D2234,1/3/2025 22:08,Walking,0,None,0,Kitchen,0,0
D2235,1/7/2025 17:19,No Movement,0,None,0,Kitchen,0,0
D2236,1/6/2025 7:55,Sitting,0,None,0,Kitchen,0,0
D2237,1/24/2025 12:10,Sitting,0,None,0,Bedroom,0,0
D2238,1/20/2025 5:24,No Movement,0,None,0,Bathroom,0,0
D2239,1/26/2025 8:11,No Movement,0,None,0,Living Room,0,0
D2240,1/25/2025 6:55,Walking,0,None,0,Bathroom,0,0
D2241,1/25/2025 21:53,Lying,0,None,0,Bedroom,0,0
D2242,1/30/2025 0:16,Walking,0,None,0,Bedroom,0,0
D2243,1/9/2025 11:09,Sitting,0,None,0,Bedroom,0,0
D2244,1/29/2025 1:03,No Movement,0,None,0,Living Room,0,0
D2245,1/15/2025 11:00,Lying,0,None,0,Living Room,0,0
D2246,1/27/2025 6:26,No Movement,0,None,0,Living Room,0,0
D2247,1/6/2025 13:57,Walking,0,None,0,Bedroom,0,0
D2248,1/6/2025 11:51,Walking,0,None,0,Kitchen,0,0
D2249,1/7/2025 21:44,Sitting,0,None,0,Bedroom,0,0
D2250,1/10/2025 5:33,Sitting,0,None,0,Living Room,0,0
D2251,1/15/2025 23:49,Lying,0,None,0,Bathroom,0,0
D2252,1/19/2025 3:24,No Movement,1,Medium,404,Bedroom,1,1
D2253,1/3/2025 20:09,Sitting,0,None,0,Bathroom,0,0
D2254,1/10/2025 3:06,Walking,0,None,0,Living Room,0,0
D2255,1/26/2025 2:42,Walking,0,None,0,Bedroom,0,0
D2256,1/22/2025 4:40,Lying,0,None,0,Living Room,0,0
D2257,1/5/2025 15:18,Lying,0,None,0,Kitchen,0,0
D2258,1/1/2025 6:13,Lying,0,None,0,Bathroom,0,0
D2259,1/15/2025 5:35,Sitting,0,None,0,Kitchen,0,0
D2260,1/14/2025 12:51,No Movement,0,None,0,Kitchen,0,0
D2261,1/16/2025 2:02,No Movement,1,Medium,61,Living Room,1,1
D2262,1/14/2025 0:24,No Movement,0,None,0,Bathroom,0,0
D2263,1/10/2025 2:21,No Movement,0,None,0,Living Room,0,0
D2264,1/5/2025 1:38,No Movement,0,None,0,Kitchen,0,0
D2265,1/19/2025 3:40,Sitting,0,None,0,Living Room,0,0
D2266,1/16/2025 23:11,Walking,0,None,0,Kitchen,0,0
D2267,1/19/2025 9:13,Sitting,0,None,0,Bedroom,0,0
D2268,1/20/2025 8:27,Walking,0,None,0,Kitchen,0,0
D2269,1/20/2025 8:57,No Movement,0,None,0,Kitchen,0,0
D2270,1/29/2025 8:31,Walking,0,None,0,Bathroom,0,0
D2271,1/28/2025 23:48,Walking,0,None,0,Bedroom,0,0
D2272,1/20/2025 21:27,Walking,0,None,0,Bathroom,0,0
D2273,1/23/2025 1:52,Lying,0,None,0,Bathroom,0,0
D2274,1/10/2025 11:58,Walking,0,None,0,Bedroom,0,0
D2275,1/25/2025 18:39,Lying,0,None,0,Living Room,0,0
D2276,1/23/2025 10:05,Walking,0,None,0,Bathroom,0,0
D2277,1/2/2025 16:59,No Movement,0,None,0,Bathroom,0,0
D2278,1/20/2025 8:15,Walking,0,None,0,Bedroom,0,0
D2279,1/20/2025 10:03,No Movement,0,None,0,Kitchen,0,0
D2280,1/4/2025 13:19,Sitting,0,None,0,Living Room,0,0
D2281,1/6/2025 14:09,Lying,0,None,0,Living Room,0,0
D2282,1/21/2025 21:26,Sitting,0,None,0,Bedroom,0,0
D2283,1/5/2025 6:00,Lying,0,None,0,Bathroom,0,0
D2284,1/6/2025 14:07,No Movement,0,None,0,Living Room,0,0
D2285,1/11/2025 9:09,Lying,0,None,0,Kitchen,0,0
D2286,1/22/2025 23:32,No Movement,0,None,0,Bathroom,0,0
D2287,1/19/2025 9:32,Sitting,0,None,0,Bathroom,0,0
D2288,1/11/2025 7:52,No Movement,1,Low,83,Bedroom,0,0
D2289,1/17/2025 13:35,No Movement,0,None,0,Kitchen,0,0
D2290,1/17/2025 3:25,No Movement,1,Medium,569,Bedroom,1,1
D2291,1/29/2025 2:03,No Movement,0,None,0,Living Room,0,0
D2292,1/5/2025 6:26,Sitting,0,None,0,Bedroom,0,0
D2293,1/16/2025 14:18,Lying,0,None,0,Kitchen,0,0
D2294,1/29/2025 16:21,Sitting,0,None,0,Living Room,0,0
D2295,1/23/2025 18:13,Lying,0,None,0,Bathroom,0,0
D2296,1/15/2025 17:15,No Movement,1,Low,453,Bathroom,0,0
D2297,1/26/2025 1:02,No Movement,0,None,0,Bathroom,0,0
D2298,1/27/2025 18:38,No Movement,0,None,0,Living Room,0,0
D2299,1/14/2025 22:42,No Movement,0,None,0,Bedroom,0,0
D2300,1/12/2025 8:34,Lying,0,None,0,Living Room,0,0
D2301,1/23/2025 18:47,Walking,0,None,0,Kitchen,0,0
D2302,1/14/2025 12:09,No Movement,0,None,0,Living Room,0,0
D2303,1/23/2025 11:18,Walking,0,None,0,Bedroom,0,0
D2304,1/1/2025 17:17,No Movement,1,High,349,Bedroom,1,1
D2305,1/20/2025 13:07,Walking,0,None,0,Kitchen,0,0
D2306,1/28/2025 10:22,No Movement,0,None,0,Bathroom,0,0
D2307,1/11/2025 3:16,Lying,0,None,0,Kitchen,0,0
D2308,1/26/2025 3:32,No Movement,0,None,0,Kitchen,0,0
D2309,1/7/2025 5:19,Walking,0,None,0,Kitchen,0,0
D2310,1/17/2025 8:14,Sitting,0,None,0,Kitchen,0,0
D2311,1/14/2025 7:17,No Movement,0,None,0,Living Room,0,0
D2312,1/19/2025 7:14,No Movement,1,Low,116,Kitchen,0,0
D2313,1/12/2025 0:07,Walking,0,None,0,Living Room,0,0
D2314,1/13/2025 1:05,Sitting,0,None,0,Bedroom,0,0
D2315,1/13/2025 10:57,No Movement,0,None,0,Kitchen,0,0
D2316,1/26/2025 7:15,Sitting,0,None,0,Living Room,0,0
D2317,1/24/2025 4:40,Lying,0,None,0,Bedroom,0,0
D2318,1/22/2025 6:49,No Movement,0,None,0,Bedroom,0,0
D2319,1/28/2025 8:59,Walking,0,None,0,Bathroom,0,0
D2320,1/8/2025 10:31,Walking,0,None,0,Living Room,0,0
D2321,1/14/2025 2:25,No Movement,1,High,239,Kitchen,1,1
D2322,1/3/2025 15:42,Lying,0,None,0,Living Room,0,0
D2323,1/1/2025 19:53,Walking,0,None,0,Bathroom,0,0
D2324,1/27/2025 11:51,Sitting,0,None,0,Living Room,0,0
D2325,1/19/2025 19:28,Walking,0,None,0,Bathroom,0,0
D2326,1/10/2025 23:29,Lying,0,None,0,Bedroom,0,0
D2327,1/12/2025 20:48,Sitting,0,None,0,Bedroom,0,0
D2328,1/28/2025 17:52,Walking,0,None,0,Living Room,0,0
D2329,1/4/2025 14:42,Walking,0,None,0,Kitchen,0,0
D2330,1/20/2025 3:09,Lying,0,None,0,Living Room,0,0
D2331,1/2/2025 1:49,Sitting,0,None,0,Living Room,0,0
D2332,1/10/2025 13:21,Sitting,0,None,0,Bathroom,0,0
D2333,1/24/2025 7:45,No Movement,0,None,0,Living Room,0,0
D2334,1/15/2025 0:56,No Movement,0,None,0,Kitchen,0,0
D2335,1/17/2025 9:08,No Movement,0,None,0,Bedroom,0,0
D2336,1/8/2025 17:44,No Movement,0,None,0,Living Room,0,0
D2337,1/21/2025 0:19,No Movement,0,None,0,Living Room,0,0
D2338,1/1/2025 13:19,Sitting,0,None,0,Kitchen,0,0
D2339,1/7/2025 6:27,Walking,0,None,0,Kitchen,0,0
D2340,1/26/2025 1:46,No Movement,0,None,0,Bathroom,0,0
D2341,1/13/2025 19:02,No Movement,0,None,0,Bathroom,0,0
D2342,1/11/2025 14:59,Sitting,0,None,0,Bedroom,0,0
D2343,1/12/2025 1:21,Sitting,0,None,0,Bathroom,0,0
D2344,1/1/2025 6:17,Sitting,0,None,0,Bedroom,0,0
D2345,1/8/2025 7:14,Lying,0,None,0,Bedroom,0,0
D2346,1/30/2025 22:22,No Movement,0,None,0,Bathroom,0,0
D2347,1/22/2025 19:00,No Movement,0,None,0,Living Room,0,0
D2348,1/3/2025 7:32,Lying,0,None,0,Bedroom,0,0
D2349,1/11/2025 14:51,Sitting,0,None,0,Living Room,0,0
D2350,1/30/2025 21:37,No Movement,0,None,0,Living Room,0,0
D2351,1/17/2025 1:10,No Movement,0,None,0,Living Room,0,0
D2352,1/7/2025 10:40,Sitting,0,None,0,Bedroom,0,0
D2353,1/5/2025 18:07,Sitting,0,None,0,Bathroom,0,0
D2354,1/28/2025 22:20,No Movement,0,None,0,Bathroom,0,0
D2355,1/3/2025 11:58,No Movement,1,Medium,52,Bathroom,1,1
D2356,1/28/2025 12:15,Walking,0,None,0,Kitchen,0,0
D2357,1/29/2025 3:08,No Movement,1,High,95,Bedroom,1,1
D2358,1/17/2025 19:44,No Movement,1,High,344,Bedroom,1,1
D2359,1/28/2025 4:32,No Movement,1,High,599,Bathroom,1,1
D2360,1/25/2025 15:08,Walking,0,None,0,Kitchen,0,0
D2361,1/25/2025 11:07,Sitting,0,None,0,Bedroom,0,0
D2362,1/19/2025 19:15,No Movement,0,None,0,Bathroom,0,0
D2363,1/18/2025 8:17,Sitting,0,None,0,Bathroom,0,0
D2364,1/11/2025 3:08,Sitting,0,None,0,Bedroom,0,0
D2365,1/4/2025 16:12,Lying,0,None,0,Bedroom,0,0
D2366,1/13/2025 16:40,No Movement,1,High,572,Bathroom,1,1
D2367,1/23/2025 22:37,No Movement,0,None,0,Bathroom,0,0
D2368,1/14/2025 11:08,Sitting,0,None,0,Living Room,0,0
D2369,1/14/2025 19:15,Walking,0,None,0,Bathroom,0,0
D2370,1/9/2025 12:14,No Movement,1,Medium,573,Living Room,1,1
D2371,1/18/2025 16:19,Sitting,0,None,0,Bathroom,0,0
D2372,1/25/2025 20:56,Sitting,0,None,0,Kitchen,0,0
D2373,1/22/2025 0:12,Lying,0,None,0,Living Room,0,0
D2374,1/30/2025 12:07,Sitting,0,None,0,Living Room,0,0
D2375,1/15/2025 4:47,Walking,0,None,0,Bathroom,0,0
D2376,1/12/2025 1:53,No Movement,0,None,0,Bathroom,0,0
D2377,1/4/2025 21:54,Sitting,0,None,0,Kitchen,0,0
D2378,1/15/2025 5:47,Sitting,0,None,0,Kitchen,0,0
D2379,1/25/2025 20:31,No Movement,0,None,0,Bathroom,0,0
D2380,1/22/2025 8:13,Sitting,0,None,0,Bedroom,0,0
D2381,1/28/2025 4:41,Lying,0,None,0,Bedroom,0,0
D2382,1/27/2025 8:58,Sitting,0,None,0,Bedroom,0,0
D2383,1/29/2025 15:30,Sitting,0,None,0,Bathroom,0,0
D2384,1/3/2025 5:52,Sitting,0,None,0,Kitchen,0,0
D2385,1/19/2025 17:50,Lying,0,None,0,Kitchen,0,0
D2386,1/20/2025 12:34,Lying,0,None,0,Bathroom,0,0
D2387,1/19/2025 3:56,Lying,0,None,0,Living Room,0,0
D2388,1/20/2025 20:19,Walking,0,None,0,Kitchen,0,0
D2389,1/28/2025 3:16,No Movement,0,None,0,Living Room,0,0
D2390,1/14/2025 23:03,Sitting,0,None,0,Kitchen,0,0
D2391,1/22/2025 17:30,Walking,0,None,0,Bedroom,0,0
D2392,1/16/2025 22:28,Sitting,0,None,0,Bedroom,0,0
D2393,1/8/2025 14:21,Walking,0,None,0,Bedroom,0,0
D2394,1/2/2025 1:01,No Movement,0,None,0,Bathroom,0,0
D2395,1/3/2025 16:29,Lying,0,None,0,Kitchen,0,0
D2396,1/17/2025 20:32,Lying,0,None,0,Kitchen,0,0
D2397,1/24/2025 15:04,No Movement,0,None,0,Kitchen,0,0
D2398,1/24/2025 19:40,Walking,0,None,0,Bedroom,0,0
D2399,1/23/2025 6:57,Lying,0,None,0,Kitchen,0,0
D2400,1/4/2025 11:26,No Movement,1,High,434,Bedroom,1,1
D2401,1/16/2025 13:52,No Movement,0,None,0,Bathroom,0,0
D2402,1/7/2025 7:32,Walking,0,None,0,Kitchen,0,0
D2403,1/3/2025 12:06,Walking,0,None,0,Kitchen,0,0
D2404,1/25/2025 4:29,Sitting,0,None,0,Bathroom,0,0
D2405,1/19/2025 17:28,Lying,0,None,0,Kitchen,0,0
D2406,1/14/2025 7:15,Sitting,0,None,0,Living Room,0,0
D2407,1/10/2025 11:46,Walking,0,None,0,Living Room,0,0
D2408,1/25/2025 1:05,Lying,0,None,0,Kitchen,0,0
D2409,1/17/2025 14:42,Lying,0,None,0,Kitchen,0,0
D2410,1/1/2025 5:27,Sitting,0,None,0,Bedroom,0,0
D2411,1/18/2025 3:50,Walking,0,None,0,Bedroom,0,0
D2412,1/24/2025 20:17,No Movement,0,None,0,Bedroom,0,0
D2413,1/14/2025 19:20,Lying,0,None,0,Living Room,0,0
D2414,1/9/2025 22:11,Walking,0,None,0,Bathroom,0,0
D2415,1/24/2025 7:56,Sitting,0,None,0,Kitchen,0,0
D2416,1/4/2025 5:04,No Movement,0,None,0,Kitchen,0,0
D2417,1/16/2025 21:13,Walking,0,None,0,Living Room,0,0
D2418,1/17/2025 20:27,No Movement,0,None,0,Bedroom,0,0
D2419,1/6/2025 20:53,Lying,0,None,0,Living Room,0,0
D2420,1/23/2025 7:58,Lying,0,None,0,Living Room,0,0
D2421,1/15/2025 5:06,Sitting,0,None,0,Kitchen,0,0
D2422,1/20/2025 5:12,Lying,0,None,0,Kitchen,0,0
D2423,1/22/2025 6:32,Sitting,0,None,0,Bedroom,0,0
D2424,1/4/2025 22:45,No Movement,0,None,0,Bedroom,0,0
D2425,1/5/2025 23:02,Lying,0,None,0,Bathroom,0,0
D2426,1/25/2025 17:12,No Movement,0,None,0,Bedroom,0,0
D2427,1/30/2025 5:09,No Movement,0,None,0,Bedroom,0,0
D2428,1/15/2025 4:20,Lying,0,None,0,Living Room,0,0
D2429,1/2/2025 1:38,Lying,0,None,0,Bathroom,0,0
D2430,1/5/2025 15:45,Lying,0,None,0,Bathroom,0,0
D2431,1/2/2025 19:42,No Movement,0,None,0,Bedroom,0,0
D2432,1/22/2025 17:57,Lying,0,None,0,Bedroom,0,0
D2433,1/11/2025 16:28,Lying,0,None,0,Living Room,0,0
D2434,1/14/2025 11:55,Walking,0,None,0,Bedroom,0,0
D2435,1/9/2025 2:40,Sitting,0,None,0,Bedroom,0,0
D2436,1/15/2025 10:43,No Movement,1,Medium,447,Bathroom,1,1
D2437,1/20/2025 5:51,Sitting,0,None,0,Bedroom,0,0
D2438,1/15/2025 0:14,Lying,0,None,0,Bedroom,0,0
D2439,1/1/2025 17:08,Lying,0,None,0,Bedroom,0,0
D2440,1/18/2025 14:55,Sitting,0,None,0,Living Room,0,0
D2441,1/12/2025 2:33,Sitting,0,None,0,Living Room,0,0
D2442,1/7/2025 2:30,No Movement,0,None,0,Bathroom,0,0
D2443,1/1/2025 17:40,Sitting,0,None,0,Living Room,0,0
D2444,1/22/2025 18:42,Sitting,0,None,0,Bedroom,0,0
D2445,1/27/2025 17:57,Walking,0,None,0,Kitchen,0,0
D2446,1/17/2025 9:00,No Movement,0,None,0,Bedroom,0,0
D2447,1/19/2025 22:27,Lying,0,None,0,Bathroom,0,0
D2448,1/4/2025 20:04,No Movement,0,None,0,Bedroom,0,0
D2449,1/28/2025 2:27,Lying,0,None,0,Bathroom,0,0
D2450,1/13/2025 22:39,Lying,0,None,0,Kitchen,0,0
D2451,1/10/2025 19:55,Sitting,0,None,0,Kitchen,0,0
D2452,1/25/2025 3:06,No Movement,0,None,0,Bedroom,0,0
D2453,1/15/2025 18:44,No Movement,0,None,0,Living Room,0,0
D2454,1/7/2025 10:28,No Movement,0,None,0,Kitchen,0,0
D2455,1/22/2025 17:30,Sitting,0,None,0,Bedroom,0,0
D2456,1/9/2025 22:20,Lying,0,None,0,Bathroom,0,0
D2457,1/20/2025 5:29,Lying,0,None,0,Bedroom,0,0
D2458,1/10/2025 14:54,Lying,0,None,0,Bathroom,0,0
D2459,1/21/2025 23:56,No Movement,0,None,0,Living Room,0,0
D2460,1/29/2025 4:04,No Movement,0,None,0,Bedroom,0,0
D2461,1/12/2025 9:31,No Movement,0,None,0,Kitchen,0,0
D2462,1/2/2025 14:35,Sitting,0,None,0,Bedroom,0,0
D2463,1/29/2025 5:27,No Movement,0,None,0,Bathroom,0,0
D2464,1/1/2025 15:36,Walking,0,None,0,Living Room,0,0
D2465,1/26/2025 11:57,Lying,0,None,0,Living Room,0,0
D2466,1/4/2025 20:38,No Movement,0,None,0,Bathroom,0,0
D2467,1/28/2025 0:28,Lying,0,None,0,Living Room,0,0
D2468,1/27/2025 18:25,No Movement,0,None,0,Living Room,0,0
D2469,1/30/2025 11:17,No Movement,0,None,0,Living Room,0,0
D2470,1/2/2025 12:32,Lying,0,None,0,Kitchen,0,0
D2471,1/8/2025 10:20,Lying,0,None,0,Bedroom,0,0
D2472,1/8/2025 8:34,No Movement,0,None,0,Kitchen,0,0
D2473,1/1/2025 14:35,Lying,0,None,0,Bathroom,0,0
D2474,1/10/2025 0:20,No Movement,0,None,0,Kitchen,0,0
D2475,1/3/2025 11:27,No Movement,0,None,0,Living Room,0,0
D2476,1/26/2025 5:55,Lying,0,None,0,Kitchen,0,0
D2477,1/3/2025 11:13,Walking,0,None,0,Living Room,0,0
D2478,1/12/2025 16:43,Walking,0,None,0,Bathroom,0,0
D2479,1/29/2025 8:05,Walking,0,None,0,Living Room,0,0
D2480,1/9/2025 14:43,Walking,0,None,0,Bedroom,0,0
D2481,1/16/2025 5:31,Walking,0,None,0,Bedroom,0,0
D2482,1/26/2025 22:34,Lying,0,None,0,Bedroom,0,0
D2483,1/16/2025 14:59,Sitting,0,None,0,Kitchen,0,0
D2484,1/30/2025 16:53,Walking,0,None,0,Living Room,0,0
D2485,1/21/2025 16:14,No Movement,0,None,0,Bedroom,0,0
D2486,1/29/2025 18:48,Walking,0,None,0,Kitchen,0,0
D2487,1/27/2025 7:24,No Movement,0,None,0,Kitchen,0,0
D2488,1/25/2025 14:10,Sitting,0,None,0,Bathroom,0,0
D2489,1/7/2025 19:43,No Movement,0,None,0,Kitchen,0,0
D2490,1/8/2025 17:56,Sitting,0,None,0,Bedroom,0,0
D2491,1/4/2025 3:35,No Movement,0,None,0,Bathroom,0,0
D2492,1/18/2025 15:34,Walking,0,None,0,Living Room,0,0
D2493,1/13/2025 19:49,No Movement,0,None,0,Bedroom,0,0
D2494,1/10/2025 17:01,Sitting,0,None,0,Bathroom,0,0
D2495,1/29/2025 8:37,Sitting,0,None,0,Bedroom,0,0
D2496,1/4/2025 7:32,Sitting,0,None,0,Living Room,0,0
D2497,1/29/2025 5:28,Walking,0,None,0,Bathroom,0,0
D2498,1/1/2025 7:53,No Movement,0,None,0,Bathroom,0,0
D2499,1/20/2025 13:08,Sitting,0,None,0,Kitchen,0,0
D2500,1/8/2025 18:48,Walking,0,None,0,Living Room,0,0
D2501,1/5/2025 16:14,Walking,0,None,0,Bathroom,0,0
D2502,1/29/2025 3:34,Sitting,0,None,0,Living Room,0,0
D2503,1/5/2025 20:50,Walking,0,None,0,Kitchen,0,0
D2504,1/13/2025 22:10,Lying,0,None,0,Bedroom,0,0
D2505,1/21/2025 8:17,Walking,0,None,0,Bathroom,0,0
D2506,1/11/2025 22:55,No Movement,0,None,0,Living Room,0,0
D2507,1/8/2025 15:31,Walking,0,None,0,Living Room,0,0
D2508,1/10/2025 6:02,Walking,0,None,0,Kitchen,0,0
D2509,1/14/2025 20:22,Sitting,0,None,0,Living Room,0,0
D2510,1/19/2025 14:39,No Movement,0,None,0,Living Room,0,0
D2511,1/14/2025 7:06,Lying,0,None,0,Kitchen,0,0
D2512,1/30/2025 12:57,Sitting,0,None,0,Kitchen,0,0
D2513,1/26/2025 15:41,Lying,0,None,0,Bedroom,0,0
D2514,1/26/2025 15:34,Walking,0,None,0,Living Room,0,0
D2515,1/16/2025 9:06,Lying,0,None,0,Kitchen,0,0
D2516,1/5/2025 18:31,Sitting,0,None,0,Bathroom,0,0
D2517,1/21/2025 23:56,Sitting,0,None,0,Kitchen,0,0
D2518,1/20/2025 15:35,Sitting,0,None,0,Bathroom,0,0
D2519,1/28/2025 4:49,Lying,0,None,0,Bathroom,0,0
D2520,1/11/2025 6:50,Lying,0,None,0,Bathroom,0,0
D2521,1/2/2025 6:35,Sitting,0,None,0,Living Room,0,0
D2522,1/3/2025 9:53,Sitting,0,None,0,Kitchen,0,0
D2523,1/29/2025 8:04,No Movement,0,None,0,Bedroom,0,0
D2524,1/1/2025 5:43,Sitting,0,None,0,Bedroom,0,0
D2525,1/1/2025 15:00,Lying,0,None,0,Living Room,0,0
D2526,1/26/2025 1:48,No Movement,0,None,0,Bathroom,0,0
D2527,1/4/2025 9:55,Sitting,0,None,0,Kitchen,0,0
D2528,1/25/2025 22:30,Walking,0,None,0,Bedroom,0,0
D2529,1/15/2025 2:27,Sitting,0,None,0,Kitchen,0,0
D2530,1/15/2025 12:36,Sitting,0,None,0,Living Room,0,0
D2531,1/11/2025 14:41,No Movement,0,None,0,Bathroom,0,0
D2532,1/11/2025 22:30,Sitting,0,None,0,Bathroom,0,0
D2533,1/15/2025 6:41,Walking,0,None,0,Living Room,0,0
D2534,1/10/2025 7:15,Lying,0,None,0,Living Room,0,0
D2535,1/13/2025 4:41,Sitting,0,None,0,Bathroom,0,0
D2536,1/26/2025 20:42,Walking,0,None,0,Bathroom,0,0
D2537,1/4/2025 14:08,Walking,0,None,0,Bathroom,0,0
D2538,1/9/2025 22:20,Sitting,0,None,0,Living Room,0,0
D2539,1/25/2025 12:29,Sitting,0,None,0,Bathroom,0,0
D2540,1/23/2025 2:04,Lying,0,None,0,Kitchen,0,0
D2541,1/2/2025 21:06,Lying,0,None,0,Kitchen,0,0
D2542,1/3/2025 13:19,Lying,0,None,0,Living Room,0,0
D2543,1/17/2025 6:58,No Movement,0,None,0,Bedroom,0,0
D2544,1/3/2025 20:17,Sitting,0,None,0,Bathroom,0,0
D2545,1/15/2025 16:33,Sitting,0,None,0,Bedroom,0,0
D2546,1/13/2025 12:53,No Movement,0,None,0,Bathroom,0,0
D2547,1/2/2025 5:57,Walking,0,None,0,Bedroom,0,0
D2548,1/9/2025 22:55,Walking,0,None,0,Bedroom,0,0
D2549,1/11/2025 2:10,Walking,0,None,0,Living Room,0,0
D2550,1/6/2025 0:31,Walking,0,None,0,Living Room,0,0
D2551,1/19/2025 0:12,Lying,0,None,0,Kitchen,0,0
D2552,1/11/2025 17:47,Sitting,0,None,0,Bedroom,0,0
D2553,1/23/2025 0:59,Sitting,0,None,0,Living Room,0,0
D2554,1/28/2025 16:17,Walking,0,None,0,Bathroom,0,0
D2555,1/3/2025 7:46,Walking,0,None,0,Living Room,0,0
D2556,1/14/2025 3:32,Walking,0,None,0,Kitchen,0,0
D2557,1/10/2025 23:51,Sitting,0,None,0,Living Room,0,0
D2558,1/8/2025 5:54,Walking,0,None,0,Kitchen,0,0
D2559,1/6/2025 1:56,No Movement,1,Medium,408,Living Room,1,1
D2560,1/27/2025 8:05,Lying,0,None,0,Bathroom,0,0
D2561,1/2/2025 1:02,Walking,0,None,0,Bathroom,0,0
D2562,1/15/2025 16:33,No Movement,0,None,0,Bedroom,0,0
D2563,1/2/2025 5:07,Walking,0,None,0,Kitchen,0,0
D2564,1/27/2025 19:54,Walking,0,None,0,Bedroom,0,0
D2565,1/11/2025 3:50,Lying,0,None,0,Bathroom,0,0
D2566,1/21/2025 15:58,Walking,0,None,0,Kitchen,0,0
D2567,1/24/2025 18:43,No Movement,0,None,0,Bathroom,0,0
D2568,1/26/2025 18:12,Walking,0,None,0,Living Room,0,0
D2569,1/15/2025 16:59,Lying,0,None,0,Bathroom,0,0
D2570,1/28/2025 22:07,Lying,0,None,0,Bathroom,0,0
D2571,1/5/2025 11:47,Walking,0,None,0,Living Room,0,0
D2572,1/13/2025 16:12,Lying,0,None,0,Bathroom,0,0
D2573,1/29/2025 6:49,Walking,0,None,0,Bathroom,0,0
D2574,1/16/2025 12:48,Walking,0,None,0,Living Room,0,0
